school_code;school_name;la_code;local_authority;sector;governance;postcode;pupils;geom
6693000;ABERGWILI;669;Carmarthenshire;Primary;Voluntary controlled;SA31 2JD;35;POINT (243858 221122)
6693003;LAUGHARNE VCP SCHOOL;669;Carmarthenshire;Primary;Voluntary controlled;SA33 4TE;53;POINT (229810 210541)
6693004;LLANDDAROG;669;Carmarthenshire;Primary;Community;SA32 8BJ;69;POINT (250504 216392)
6693013;FERRYSIDE;669;Carmarthenshire;Primary;Voluntary controlled;SA17 5TB;26;POINT (236684 210436)
6693026;LLANLLWNI;669;Carmarthenshire;Primary;Community;SA39 9DX;37;POINT (248751 239292)
6693300;ST MARY'S (LLANELLI);669;Carmarthenshire;Primary;Voluntary aided;SA14 8SD;184;POINT (252659 200892)
6693301;ST MARY'S (CARMARTHEN);669;Carmarthenshire;Primary;Voluntary aided;SA31 3DE;32;POINT (240331 220175)
6693307;PENBOYR;669;Carmarthenshire;Primary;Voluntary aided;SA44 5XG;77;POINT (235376 238340)
6693321;PENTIP;669;Carmarthenshire;Primary;Community;SA15 3BL;97;POINT (250349 200606)
6693322;MODEL;669;Carmarthenshire;Primary;Voluntary aided;SA31 3EQ;491;POINT (240141 220324)
6694029;Ysgol Dyffryn Aman;669;Carmarthenshire;Secondary;Community;SA18 2NW;1547;POINT (263155 212679)
6694050;Coedcae School;669;Carmarthenshire;Secondary;Community;SA15 1LJ;846;POINT (251739.14 199989.72)
6694052;Ysgol Gyfun Y Strade;669;Carmarthenshire;Secondary;Community;SA15 4DL;1253;POINT (249253 200918)
6694053;Glan-y-Mor School;669;Carmarthenshire;Secondary;Community;SA16 0AL;580;POINT (244237 200994)
6694054;Bryngwyn School;669;Carmarthenshire;Secondary;Community;SA14 8RP;1045;POINT (252358 201676)
6694056;Ysgol Gyfun Gymraeg Bro Myrddin;669;Carmarthenshire;Secondary;Community;SA32 8DN;929;POINT (241065 217717)
6694060;Ysgol Gyfun Emlyn;669;Carmarthenshire;Secondary;Community;SA38 9LN;502;POINT (230625 240227)
6694063;Queen Elizabeth High School;669;Carmarthenshire;Secondary;Community;SA31 3NL;1289;POINT (240245.3 218958.18)
6694064;Ysgol Maes Y Gwendraeth;669;Carmarthenshire;Secondary;Community;SA14 7DT;1084;POINT (255961 213660)
6694065;Ysgol Bro Dinefwr;669;Carmarthenshire;Secondary;Community;SA19 6PE;1092;POINT (262403.17 221485.65)
6694512;Dyffryn Taf;669;Carmarthenshire;Secondary;Voluntary controlled;SA34 0BD;890;POINT (219782 216950)
6694600;St John Lloyd Catholic Comprehensive School;669;Carmarthenshire;Secondary;Voluntary aided;SA14 8SD;465;POINT (252559 200844)
6702006;BRYNMILL SCHOOL;670;Swansea;Primary;Community;SA2 0BU;291;POINT (263574 192333)
6702008;Cadle Primary School;670;Swansea;Primary;Community;SA5 5DU;302;POINT (262821.76 196323.58)
6702014;Cwmrhydyceirw Primary School;670;Swansea;Primary;Community;SA6 6LL;530;POINT (266731 199551)
6702017;DANYGRAIG PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 8LE;252;POINT (267445.48 193146.67)
6702021;GENDROS PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 8DB;293;POINT (263565 195373)
6702023;GLAIS PRIMARY SCHOOL;670;Swansea;Primary;Community;SA7 9EY;110;POINT (270219 200528)
6702027;GRANGE PRIMARY SCHOOL;670;Swansea;Primary;Community;SA3 5TS;144;POINT (261182 189053)
6702032;HAFOD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 2LT;254;POINT (265733 194591)
6702036;Ysgol Gymraeg  Lon Las;670;Swansea;Primary;Community;SA7 9RW;479;POINT (268768.42 197924.85)
6702040;MORRISTON PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 8EF;174;POINT (267183 197750)
6702042;OYSTERMOUTH PRIMARY SCHOOL;670;Swansea;Primary;Community;SA3 4BE;222;POINT (261222 188236)
6702048;PENTRECHWYTH PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 7AP;151;POINT (267180 195140)
6702051;PLASMARL PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 8LH;209;POINT (266214 196226)
6702054;SKETTY PRIMARY SCHOOL;670;Swansea;Primary;Community;SA2 9HD;491;POINT (262034.93 193753.92)
6702055;ST HELEN'S PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 3TY;270;POINT (264793 192574)
6702059;TERRACE ROAD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 6JD;312;POINT (264777 193435)
6702063;TOWNHILL PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 6PT;483;POINT (264253 193851)
6702065;WAUNARLWYDD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 4QS;236;POINT (259947 195394)
6702067;WAUN WEN SCHOOL;670;Swansea;Primary;Community;SA1 2BZ;201;POINT (265455.66 194518.61)
6702069;CLWYD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 7AZ;395;POINT (264043 195837)
6702071;YNYSTAWE PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 5AY;197;POINT (268236 200242)
6702073;CLASE PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 7JX;360;POINT (265558 197933)
6702075;PORTMEAD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 5LA;253;POINT (263625 196346)
6702076;MAYALS PRIMARY;670;Swansea;Primary;Community;SA3 5JP;239;POINT (261032 189987)
6702077;CWMGLAS PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 7EN;276;POINT (268289 195930)
6702082;BLAENYMAES PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 5LW;209;POINT (263506 197089)
6702084;Trallwn Primary School;670;Swansea;Primary;Community;SA7 9UJ;204;POINT (269121 197197)
6702086;PARKLAND PRIMARY SCHOOL;670;Swansea;Primary;Community;SA2 8NG;620;POINT (261712 192548)
6702092;Newton Primary School;670;Swansea;Primary;Community;SA3 4UE;204;POINT (260466 188309)
6702095;WHITESTONE PRIMARY;670;Swansea;Primary;Community;SA3 5RF;122;POINT (260238 189103)
6702096;HENDREFOILAN PRIMARY;670;Swansea;Primary;Community;SA2 7LF;249;POINT (260609.18 193416.37)
6702098;Y.G.G. BRYNYMOR;670;Swansea;Primary;Community;SA2 0BP;299;POINT (263739 192365)
6702105;Bishopston Primary School;670;Swansea;Primary;Community;SA3 3EN;309;POINT (257988.35 189143.86)
6702108;CASLLWCHWR PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 6TU;198;POINT (256634 198153)
6702109;CILA PRIMARY SCHOOL;670;Swansea;Primary;Community;SA2 7DR;110;POINT (259493 192429)
6702120;CRWYS PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 3PU;137;POINT (257194 194120)
6702157;LLANGYFELACH PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 7JE;244;POINT (264865 198948)
6702159;LLANRHIDIAN PRIMARY;670;Swansea;Primary;Community;SA3 1EH;161;POINT (249562.55 191945.32)
6702167;PENCLAWDD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 3FH;132;POINT (254061.92 195723.66)
6702172;PENGELLI PRIMARY;670;Swansea;Primary;Community;SA4 4GY;110;POINT (259344 200840)
6702174;PENLLERGAER PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 9DB;348;POINT (261712 199175)
6702176;PENYRHEOL PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 4YG;213;POINT (258565 199464)
6702186;PONTARDDULAIS PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 8JD;391;POINT (259945 203476)
6702189;Y.G.G. BRYNIAGO;670;Swansea;Primary;Community;SA4 8JA;198;POINT (259668.77 203542.24)
6702192;PONTLLIW PRIMARY;670;Swansea;Primary;Community;SA4 9FA;224;POINT (261131.92 201299.42)
6702211;TRE UCHAF PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 6QB;203;POINT (257630 198324)
6702212;Y.G.G. PONTYBRENIN;670;Swansea;Primary;Community;SA4 6AU;574;POINT (258881 197921)
6702215;CRAIGFELEN PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 5DP;183;POINT (268475 201506)
6702216;PENNARD PRIMARY;670;Swansea;Primary;Community;SA3 2AD;167;POINT (255441 188314)
6702217;KNELSTON PRIMARY;670;Swansea;Primary;Community;SA3 1AR;75;POINT (246944 188990)
6702219;PEN-Y-FRO;670;Swansea;Primary;Community;SA2 7UF;189;POINT (258641 193776)
6702223;PONTYBRENIN PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 6HX;316;POINT (258785 198122)
6702225;TALYCOPA PRIMARY SCHOOL;670;Swansea;Primary;Community;SA7 9RZ;222;POINT (269702.45 197074.71)
6702226;GLYNCOLLEN PRIMARY SCHOOL;670;Swansea;Primary;Community;SA6 6QF;198;POINT (267419 199907)
6702229;YSGOL GYMRAEG Y LOGIN FACH;670;Swansea;Primary;Community;SA5 4ST;222;POINT (260883 195439)
6702231;Y.G.G. TIRDEUNAW;670;Swansea;Primary;Community;SA5 7HW;360;POINT (264499.44 196259.54)
6702232;Y.G.G. Gellionnen;670;Swansea;Primary;Community;SA6 5HE;187;POINT (269226 201998)
6702233;GORS COMMUNITY SCHOOL;670;Swansea;Primary;Community;SA1 6SF;317;POINT (262968 194407)
6702234;SEA VIEW PRIMARY SCHOOL;670;Swansea;Primary;Community;SA1 6TZ;236;POINT (265189 193917)
6702235;Y.G.G. Llwynderw;670;Swansea;Primary;Community;SA3 5LS;312;POINT (261126 189165)
6702236;Birchgrove Primary;670;Swansea;Primary;Community;SA7 9LH;420;POINT (270464 198448)
6702237;DUNVANT Primary SCHOOL;670;Swansea;Primary;Community;SA2 7SN;351;POINT (260072 193459)
6702238;GWYROSYDD PRIMARY SCHOOL;670;Swansea;Primary;Community;SA5 7DN;405;POINT (265161 196420)
6702239;St Thomas Community Primary School;670;Swansea;Primary;Community;SA1 8EZ;420;POINT (266724 193427)
6702240;GOWERTON PRIMARY SCHOOL;670;Swansea;Primary;Community;SA4 3GE;342;POINT (258253.05 196695.99)
6702241;Pentre'r Graig Primary School;670;Swansea;Primary;Community;SA6 6HY;300;POINT (267059.04 198413.01)
6702242;YGG TANYLAN;670;Swansea;Primary;Community;SA6 7DU;209;POINT (265867.09 197931.48)
6702243;Burlais Primary School;670;Swansea;Primary;Community;SA5 8BN;496;POINT (264679.99 195056.12)
6702244;Clydach Primary School;670;Swansea;Primary;Community;SA6 5EU;150;POINT (268978 201382)
6702245;Ysgol Gymraeg Y Cwm;670;Swansea;Primary;Community;SA1 7DL;124;POINT (267806 195934)
6702246;Gorseinon Primary School;670;Swansea;Primary;Community;SA4 4BN;311;POINT (259011 198721)
6702247;Brynhyfryd Primary School;670;Swansea;Primary;Community;SA5 9LN;461;POINT (265518 195653)
6703303;ST. DAVID'S RC PRIMARY SCHOOL;670;Swansea;Primary;Voluntary aided;SA3 5TS;197;POINT (261189 188971)
6703305;ST ILLTYDS PRIMARY;670;Swansea;Primary;Voluntary aided;SA1 7DG;195;POINT (267491 195362)
6703306;CHRISTCHURCH CHURCH IN WALES;670;Swansea;Primary;Voluntary aided;SA1 3UA;162;POINT (264695 192385)
6703308;ST JOSEPH'S R.C. PRIMARY;670;Swansea;Primary;Voluntary aided;SA6 5NX;245;POINT (270088 201469)
6703309;St Josephs Cathedral Primary School;670;Swansea;Primary;Voluntary aided;SA1 2BE;503;POINT (265579 194330)
6704031;Cefn Hengoed;670;Swansea;Secondary;Community;SA1 7HX;906;POINT (268284.73 195705.58)
6704032;OLCHFA SCHOOL;670;Swansea;Secondary;Community;SA2 7AB;1907;POINT (261260 193013)
6704033;MORRISTON COMPREHENSIVE;670;Swansea;Secondary;Community;SA6 6NH;1055;POINT (266896.3 199861.01)
6704043;PENTREHAFOD SCHOOL;670;Swansea;Secondary;Community;SA1 2NN;1120;POINT (265783.99 195029.05)
6704044;BISHOP GORE SCHOOL;670;Swansea;Secondary;Community;SA2 9AP;1315;POINT (262430 192586)
6704062;Penyrheol Comprehensive School;670;Swansea;Secondary;Community;SA4 4FG;860;POINT (258945.59 199303.27)
6704063;Gowerton Comprehensive School;670;Swansea;Secondary;Community;SA4 3DL;1127;POINT (259206 195718)
6704069;BISHOPSTON COMPREHENSIVE;670;Swansea;Secondary;Community;SA3 3JP;1128;POINT (258116 189242)
6704072;Pontarddulais Comprehensive School;670;Swansea;Secondary;Community;SA4 8PD;848;POINT (259596 204032)
6704074;Ysgol Gyfun Gwyr;670;Swansea;Secondary;Community;SA4 3DD;1127;POINT (259007 196092)
6704075;BIRCHGROVE;670;Swansea;Secondary;Community;SA7 9NB;722;POINT (270656 198579)
6704076;Dylan Thomas Community School;670;Swansea;Secondary;Community;SA2 0FR;695;POINT (262806 194622)
6704078;Ysgol Gyfun Gymraeg Bryn Tawe;670;Swansea;Secondary;Community;SA5 7BU;873;POINT (264511.97 196510.79)
6704600;Bishop Vaughan School;670;Swansea;Secondary;Voluntary aided;SA6 7QG;1236;POINT (265992 197666)
6712100;Alltwen Primary School;671;Neath Port Talbot;Primary;Community;SA8 3AB;213;POINT (272677 203699)
6712101;Blaendulais Primary School;671;Neath Port Talbot;Primary;Community;SA10 9AA;93;POINT (282030 208768)
6712106;Blaengwrach Primary School;671;Neath Port Talbot;Primary;Community;SA11 5PP;147;POINT (286758 205174)
6712110;Blaenhonddan Primary School;671;Neath Port Talbot;Primary;Community;SA10 7PE;270;POINT (274628 199213)
6712119;Baglan Primary School;671;Neath Port Talbot;Primary;Community;SA12 8TF;270;POINT (274955 192672)
6712128;YGG Cwmllynfell;671;Neath Port Talbot;Primary;Community;SA9 2FJ;60;POINT (274614 212607)
6712129;Creunant Primary School;671;Neath Port Talbot;Primary;Community;SA10 8NS;124;POINT (279421 205216)
6712134;Crymlyn Primary School;671;Neath Port Talbot;Primary;Community;SA10 6JJ;132;POINT (271119 194026)
6712137;Cwmnedd Primary School;671;Neath Port Talbot;Primary;Community;SA11 5AA;172;POINT (288061 206623)
6712138;Cymer Afan Primary School;671;Neath Port Talbot;Primary;Community;SA13 3EE;92;POINT (285729 196027)
6712140;Godre'rgraig Primary School;671;Neath Port Talbot;Primary;Community;SA9 2NY;102;POINT (275156 206860)
6712142;Eastern Primary School;671;Neath Port Talbot;Primary;Community;SA13 1TT;132;POINT (277610 188858)
6712144;Gnoll Primary School;671;Neath Port Talbot;Primary;Community;SA11 1AQ;352;POINT (275551 197028)
6712148;Glyncorrwg Primary School;671;Neath Port Talbot;Primary;Community;SA13 3BB;91;POINT (287592 199095)
6712149;YGG Gwaun Cae Gurwen;671;Neath Port Talbot;Primary;Community;SA18 1UN;164;POINT (270413 212234)
6712150;Catwg Primary School;671;Neath Port Talbot;Primary;Community;SA10 8BL;203;POINT (275895 198710)
6712155;Maesmarchog Community Primary School;671;Neath Port Talbot;Primary;Community;SA10 9LB;83;POINT (285291 210020)
6712158;YGG Rhosafan;671;Neath Port Talbot;Primary;Community;SA12 7NN;388;POINT (273939 190519)
6712161;Sandfields Primary School;671;Neath Port Talbot;Primary;Community;SA12 6AJ;249;POINT (275510 190065)
6712168;YGG Castell-nedd;671;Neath Port Talbot;Primary;Community;SA11 3AL;408;POINT (275709 197409)
6712173;Croeserw Primary School;671;Neath Port Talbot;Primary;Community;SA13 3PL;137;POINT (286934 195306)
6712175;Tywyn Primary School;671;Neath Port Talbot;Primary;Community;SA12 6JF;439;POINT (274894 189452)
6712178;Llangiwg Primary School;671;Neath Port Talbot;Primary;Community;SA8 4PJ;81;POINT (272895 204791)
6712181;Tonnau Primary Community School;671;Neath Port Talbot;Primary;Community;SA11 3EJ;206;POINT (277207 198778)
6712187;Ynysfach Primary School;671;Neath Port Talbot;Primary;Community;SA11 4AB;149;POINT (283026.86 202483.92)
6712191;Blaenbaglan Primary School;671;Neath Port Talbot;Primary;Community;SA12 8YF;267;POINT (275706 192882)
6712200;Rhos Primary School;671;Neath Port Talbot;Primary;Community;SA8 3EB;147;POINT (273633 203225)
6712202;YGG Blaendulais;671;Neath Port Talbot;Primary;Community;SA10 9AA;101;POINT (281979 208830)
6712203;Rhydyfro Primary School;671;Neath Port Talbot;Primary;Community;SA8 3BB;147;POINT (271551 205511)
6712205;YGG Cwm Nedd;671;Neath Port Talbot;Primary;Community;SA11 5AA;143;POINT (288096 206587)
6712206;Tairgwaith Primary School;671;Neath Port Talbot;Primary;Community;SA18 1UU;89;POINT (271520 211983)
6712208;YGG Trebannws;671;Neath Port Talbot;Primary;Community;SA8 4BL;90;POINT (271241 202989)
6712218;YGG Pontardawe;671;Neath Port Talbot;Primary;Community;SA8 4JR;342;POINT (272094 204690)
6712221;Waunceirch Primary School;671;Neath Port Talbot;Primary;Community;SA10 7RW;187;POINT (274150 198625)
6712230;Cilffriw Primary School;671;Neath Port Talbot;Primary;Community;SA10 8LF;146;POINT (276955 199559)
6712231;YGG Tyle'r Ynn;671;Neath Port Talbot;Primary;Community;SA11 2UN;292;POINT (274057 195488)
6712232;Coed Hirwaun Primary School;671;Neath Port Talbot;Primary;Community;SA13 2TS;155;POINT (281904 184590)
6712233;Coedffranc Primary School;671;Neath Port Talbot;Primary;Community;SA10 6LP;408;POINT (272619 197361)
6712234;Pen Afan Primary School;671;Neath Port Talbot;Primary;Community;SA13 3YE;95;POINT (289426 196326)
6712235;Awel Y Mor Primary School;671;Neath Port Talbot;Primary;Community;SA12 6TP;354;POINT (274632 190300)
6712236;Crynallt Primary School;671;Neath Port Talbot;Primary;Community;SA11 3AZ;389;POINT (276610 196394)
6712237;Cwmafan Primary School;671;Neath Port Talbot;Primary;Community;SA12 9BB;409;POINT (278012.12 192085)
6712238;Central Primary School;671;Neath Port Talbot;Primary;Community;SA13 1SF;408;POINT (277312 189315)
6712239;Abbey Primary School;671;Neath Port Talbot;Primary;Community;SA10 7ND;438;POINT (273223 197452)
6712240;Melin Primary School;671;Neath Port Talbot;Primary;Community;SA11 2ED;261;POINT (274723 196410)
6712241;Ysgol Carreg Hir;671;Neath Port Talbot;Primary;Community;SA11 2ET;387;POINT (274398 195465)
6713309;St Joseph's Catholic Primary School (Neath);671;Neath Port Talbot;Primary;Voluntary aided;SA11 1UR;121;POINT (275655 196599)
6713310;St Josephs Catholic Infant School;671;Neath Port Talbot;Primary;Voluntary aided;SA12 6LF;118;POINT (276142 189995)
6713311;Bryncoch CIW Primary School;671;Neath Port Talbot;Primary;Voluntary aided;SA10 7UG;105;POINT (274406 200032)
6713313;Alderman Davies CIW Primary School;671;Neath Port Talbot;Primary;Voluntary aided;SA11 3AA;251;POINT (275459 197479)
6713314;St Therese's Catholic Primary School;671;Neath Port Talbot;Primary;Voluntary aided;SA12 7HL;225;POINT (274346 190398)
6713316;St Josephs Catholic Junior School;671;Neath Port Talbot;Primary;Voluntary aided;SA12 6YN;166;POINT (275679 190590)
6714064;Cefn Saeson Comprehensive School;671;Neath Port Talbot;Secondary;Community;SA11 3TA;849;POINT (277265 196139)
6714065;Cwmtawe Community School;671;Neath Port Talbot;Secondary;Community;SA8 4EG;1047;POINT (272066 203522)
6714066;Llangatwg Community School;671;Neath Port Talbot;Secondary;Community;SA10 8DB;750;POINT (276621 199255)
6714067;Dwr Y Felin Comprehensive School;671;Neath Port Talbot;Secondary;Community;SA10 7RE;1097;POINT (274704 197909)
6714601;St Joseph's RC School and 6th Form Centre;671;Neath Port Talbot;Secondary;Voluntary aided;SA12 6EY;835;POINT (275808 190532)
6715500;Ysgol Bae Baglan;671;Neath Port Talbot;Middle;Community;SA12 7BL;1383;POINT (274097 191715)
6715501;Ysgol Gymraeg Ystalyfera Bro Dur;671;Neath Port Talbot;Middle;Community;SA9 2DY;1557;POINT (277064 208774)
6715502;Ysgol Cwm Brombil;671;Neath Port Talbot;Middle;Community;SA13 2AN;1439;POINT (278684 187456)
6722046;Abercerdin Primary School;672;Bridgend;Primary;Community;CF39 8RS;144;POINT (297613.47 189536.48)
6722051;Betws Primary School;672;Bridgend;Primary;Community;CF32 8TB;174;POINT (290058.24 186668.39)
6722055;Blaengarw Primary;672;Bridgend;Primary;Community;CF32 8BA;157;POINT (290200.93 192916.54)
6722086;Brynmenyn Primary;672;Bridgend;Primary;Community;CF32 9LA;411;POINT (290424.44 184830.99)
6722090;Bryntirion Infants;672;Bridgend;Primary;Community;CF31 4DD;147;POINT (288861 180069)
6722103;CEFN CRIBWR PRIMARY SCHOOL;672;Bridgend;Primary;Community;CF32 0AW;156;POINT (285696.57 182670.36)
6722109;Coety Primary;672;Bridgend;Primary;Community;CF35 6DH;482;POINT (291622.07 182101.11)
6722117;Cwmfelin Primary School;672;Bridgend;Primary;Community;CF34 9LD;200;POINT (286305.44 189575.1)
6722122;FFALDAU;672;Bridgend;Primary;Community;CF32 8HW;133;POINT (290586.72 191293.15)
6722129;Garth Primary School;672;Bridgend;Primary;Community;CF34 0ND;191;POINT (286545.68 190329.67)
6722146;Coychurch Llangrallo Primary;672;Bridgend;Primary;Community;CF35 5HN;134;POINT (294124.08 179880.92)
6722149;LLANGYNWYD PRIMARY SCHOOL;672;Bridgend;Primary;Community;CF34 9TE;92;POINT (286743.48 188798.25)
6722172;NANTYFFYLLON PRIMARY SCHOOL;672;Bridgend;Primary;Community;CF34 0ET;204;POINT (284994.34 192511.25)
6722178;Nantymoel Primary School;672;Bridgend;Primary;Community;CF32 7PL;222;POINT (293639.72 192190.28)
6722185;Newton Primary;672;Bridgend;Primary;Community;CF36 5BL;169;POINT (282471.12 177258.16)
6722194;NOTTAGE COUNTY PRIMARY;672;Bridgend;Primary;Community;CF36 3ED;326;POINT (281557.12 177435.04)
6722220;Pen-y-Bont Primary;672;Bridgend;Primary;Community;CF31 1TD;334;POINT (290852 180079)
6722227;Pil Primary;672;Bridgend;Primary;Community;CF33 6AB;198;POINT (282752.52 182636.49)
6722232;Plasnewydd Primary School;672;Bridgend;Primary;Community;CF34 9UN;176;POINT (285207.39 191453.68)
6722256;Trelales Primary School;672;Bridgend;Primary;Community;CF32 0LF;181;POINT (287414.89 179708.23)
6722259;Ysgol Cynwyd Sant;672;Bridgend;Primary;Community;CF34 9LN;271;POINT (285085 190732)
6722275;Tynyrheol Primary School;672;Bridgend;Primary;Community;CF32 8PN;60;POINT (291447.83 187524.03)
6722279;CROESTY PRIMARY SCHOOL;672;Bridgend;Primary;Community;CF35 5LY;185;POINT (295847 181092)
6722288;CORNELI PRIMARY;672;Bridgend;Primary;Community;CF33 4LW;251;POINT (281888 181642)
6722292;LLANGEWYDD JUNIOR SCHOOL;672;Bridgend;Primary;Community;CF31 4JT;348;POINT (289131.97 180284.56)
6722296;Porthcawl Primary School;672;Bridgend;Primary;Community;CF36 5EY;183;POINT (282648.65 177683.28)
6722298;YSGOL GYMRAEG BRO OGWR;672;Bridgend;Primary;Community;CF31 2LN;370;POINT (291314 180528)
6722300;CEFN GLAS INFANTS;672;Bridgend;Primary;Community;CF31 4PL;205;POINT (289629 180617)
6722301;WEST PARK PRIMARY;672;Bridgend;Primary;Community;CF36 3SN;395;POINT (281581.38 178339.51)
6722304;Afon y Felin Primary School;672;Bridgend;Primary;Community;CF33 4PA;143;POINT (281927 182166)
6722342;Tondu Primary School;672;Bridgend;Primary;Community;CF32 9BE;199;POINT (289075 183629)
6722358;YSGOL Y FERCH O'R SGER;672;Bridgend;Primary;Community;CF33 4LW;146;POINT (281924 181726)
6722363;Ysgol Gynradd Gymraeg Calon Y Cymoedd;672;Bridgend;Primary;Community;CF32 8TB;193;POINT (290003.07 186721.37)
6722367;Maes Yr Haul Broadlands;672;Bridgend;Primary;Community;CF31 5EG;471;POINT (288932.76 179458.19)
6722368;BRYNCETHIN PRIMARY;672;Bridgend;Primary;Community;CF32 9TH;237;POINT (291056.3 183793.49)
6722369;Ogmore Vale Primary School;672;Bridgend;Primary;Community;CF32 7AJ;292;POINT (293246.4 190931.91)
6722370;Pencoed Primary School;672;Bridgend;Primary;Community;CF35 6RH;572;POINT (296361.38 182103.64)
6722371;Oldcastle Primary School;672;Bridgend;Primary;Community;CF31 3ED;413;POINT (290518.9 179286.87)
6722372;Brackla Primary School;672;Bridgend;Primary;Community;CF31 2EZ;337;POINT (291565.36 180072.04)
6722373;Caerau Primary School;672;Bridgend;Primary;Community;CF34 0PA;404;POINT (285690.59 194029.61)
6722374;Litchard Primary;672;Bridgend;Primary;Community;CF31 1QB;457;POINT (290547.23 181661.32)
6722375;Tremains Primary School;672;Bridgend;Primary;Community;CF31 2NL;454;POINT (292376.22 180000.42)
6722376;Mynydd Cynffig Primary;672;Bridgend;Primary;Community;CF33 6ET;428;POINT (283740 182829)
6723013;Penyfai Church in Wales;672;Bridgend;Primary;Voluntary controlled;CF31 4LX;237;POINT (289259.38 182037.75)
6723311;ST. MARY`S & ST. PATRICK`S;672;Bridgend;Primary;Voluntary aided;CF34 9AY;209;POINT (285538 191004)
6723315;St. Robert's RC Primary;672;Bridgend;Primary;Voluntary aided;CF32 9AB;171;POINT (289372.82 183086.1)
6723322;St Mary's R C Primary School;672;Bridgend;Primary;Voluntary aided;CF31 4JW;245;POINT (290025 180157)
6723323;Archdeacon John Lewis C in W;672;Bridgend;Primary;Voluntary aided;CF31 2JS;145;POINT (292286 180386)
6724059;Cynffig Comprehensive;672;Bridgend;Secondary;Community;CF33 6NP;777;POINT (283634 182337)
6724068;Bryntirion Comprehensive.;672;Bridgend;Secondary;Community;CF31 4QR;1258;POINT (289468 181008)
6724071;Maesteg Comprehensive School;672;Bridgend;Secondary;Community;CF34 0LQ;1058;POINT (285699.12 191660.23)
6724076;PENCOED COMPREHENSIVE;672;Bridgend;Secondary;Community;CF35 5LZ;882;POINT (295906.97 181129.59)
6724078;Brynteg  School;672;Bridgend;Secondary;Community;CF31 3ER;1725;POINT (290587 178846)
6724080;PORTHCAWL COMPREHENSIVE SCHOOL;672;Bridgend;Secondary;Community;CF36 3ES;1185;POINT (281305 177079)
6724085;Ysgol Gyfun Gymraeg Llangynwyd;672;Bridgend;Secondary;Community;CF34 9RW;703;POINT (286936 188317)
6724086;Coleg Cymunedol Y Dderwen;672;Bridgend;Secondary;Community;CF32 9EL;1249;POINT (290048.38 184195.83)
6724601;Archbishop McGrath Catholic High School;672;Bridgend;Secondary;Voluntary aided;CF31 2DN;825;POINT (291963.38 179930.29)
6732109;ALBERT PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 1BX;439;POINT (318608 172039)
6732111;BARRY ISLAND PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 5UZ;235;POINT (311582 167046)
6732114;COGAN PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 2JS;221;POINT (317481 172202)
6732115;COLCOT PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 9XH;283;POINT (311402 169985)
6732117;FAIRFIELD PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF64 2RT;266;POINT (317805 171911)
6732118;GLADSTONE PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 8NA;434;POINT (311454.1 168323)
6732120;High Street Primary School;673;The Vale of Glamorgan;Primary;Community;CF62 8HT;232;POINT (311130.6 167854.11)
6732122;HOLTON PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF63 4TF;383;POINT (312300.76 168321.94)
6732124;JENNER PARK PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF63 1DG;205;POINT (312249.41 168876.34)
6732126;SOUTH POINT PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF62 3FD;117;POINT (305248 170210)
6732127;LLANFAIR PRIMARY SCHOOL;673;The Vale of Glamorgan;Primary;Community;CF71 7LT;142;POINT (299884 172020)
