school_code;school_name;la_code;local_authority;sector;governance;postcode;pupils;geom
6813351;CHRIST THE KING PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF14 5AS;236;POINT (318048 182236)
6813353;St John Lloyd;681;Cardiff;Primary;Voluntary aided;CF3 1TA;337;POINT (323262 180057)
6813354;HOLY FAMILY R.C. PRIMARY;681;Cardiff;Primary;Voluntary aided;CF5 3SN;156;POINT (312885 177956)
6813355;ST MARY THE VIRGIN C/W PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF10 5HB;211;POINT (318615 175646)
6813357;ALL SAINTS C/W PRIMARY;681;Cardiff;Primary;Voluntary aided;CF23 9LF;138;POINT (319875 179532)
6813366;ST FAGANS CHURCH IN WALES;681;Cardiff;Primary;Voluntary aided;CF5 4SZ;201;POINT (311735.31 175682.43)
6813370;ST BERNADETTES PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF23 7JB;244;POINT (320783 181557)
6813371;ST DAVID'S C/W PRIMARY SCHOOL;681;Cardiff;Primary;Community;CF23 7ED;217;POINT (320575 180971)
6813373;BISHOP CHILDS C/W PRIMARY;681;Cardiff;Primary;Voluntary aided;CF3 0AY;201;POINT (323659 181490)
6813374;ST PHILIP EVANS PRIMARY SCHOOL;681;Cardiff;Primary;Voluntary aided;CF23 9NX;370;POINT (320323 180445)
6813375;St. Francis R. C. Primary Sch.;681;Cardiff;Primary;Voluntary aided;CF5 4JL;332;POINT (312977 176177)
6814039;CARDIFF HIGH SCHOOL;681;Cardiff;Secondary;Community;CF23 6WG;1794;POINT (318595 180531)
6814041;Willows High School;681;Cardiff;Secondary;Community;CF24 2YE;809;POINT (321121 176759)
6814042;Fitzalan High School;681;Cardiff;Secondary;Community;CF11 8XB;1833;POINT (315918 175950)
6814049;Cantonian High School;681;Cardiff;Secondary;Community;CF5 3JR;947;POINT (314447 177688)
6814051;Llanishen High School;681;Cardiff;Secondary;Community;CF14 5YL;1715;POINT (317720 182129)
6814054;Cathays High School;681;Cardiff;Secondary;Community;CF14 3XG;1247;POINT (317359 178424)
6814070;Radyr Comprehensive School;681;Cardiff;Secondary;Community;CF15 8XG;1426;POINT (313543 179638)
6814071;Ysgol Gyfun Gymraeg Glantaf;681;Cardiff;Secondary;Community;CF14 2JL;1498;POINT (314975 178731)
6814072;Ysgol Gyfun Gymraeg Plasmawr;681;Cardiff;Secondary;Community;CF5 3PZ;1181;POINT (313581 178294)
6814074;Ysgol Gyfun Gymraeg Bro Edern;681;Cardiff;Secondary;Community;CF23 9DT;935;POINT (319871 179057)
6814075;Cardiff West Community High School;681;Cardiff;Secondary;Community;CF5 5XP;1061;POINT (314502.16 175814.95)
6814076;Eastern High;681;Cardiff;Secondary;Community;CF3 1XZ;1185;POINT (323043.32 179963.86)
6814600;St. Illtyd's Catholic High School;681;Cardiff;Secondary;Voluntary aided;CF3 1XQ;990;POINT (322751 180446)
6814607;Mary Immaculate High School;681;Cardiff;Secondary;Voluntary aided;CF5 5QZ;871;POINT (312675 174619)
6814608;Bishop of Llandaff Church in Wales High School;681;Cardiff;Secondary;Voluntary aided;CF5 2NR;1263;POINT (314622.98 178195.99)
6814609;St Teilo's C-in-W High School;681;Cardiff;Secondary;Voluntary aided;CF23 9PD;1375;POINT (320593.66 179878.81)
6814611;CORPUS CHRISTI CATHOLIC HIGH SCHOOL;681;Cardiff;Secondary;Voluntary aided;CF23 6XL;1132;POINT (319566 182274)
6815403;Whitchurch High School;681;Cardiff;Secondary;Foundation;CF14 2XJ;2459;POINT (315213 180097)
6622276;Ysgol Minafon;662;Conwy;Primary;Community;LL28 5AU;105;POINT (282757 378539)
6657018;Ysgol Cae’r Gwenyn;665;Wrexham;Special;Not Applicable;LL13 8TH;;POINT (334908.76 350121.69)
6707009;Ysgol Calon Lan;670;Swansea;Special;Not Applicable;SA6 7PA;230;POINT (265831.74 197505.35)
6762396;Hendre Primary School;676;Caerphilly;Primary;Community;CF83 2RP;291;POINT (314109 187551)
6762396;Hendre Primary School;676;Caerphilly;Primary;Community;CF83 2RP;291;POINT (314202 187603)
6812334;Fairoak Primary School;681;Cardiff;Primary;Community;CF14 3JL;409;POINT (317981.92 178250.03)
